Movie Title
Raja Natwarlal
Dum Maaro Dum 
Ishq Vishk
Kill Dil
Raincoat 
Ek Thi Daayan
Dil Hai Ke Manta Nahin
Players (2012)
Shaadi Ke Side Effects
Ghayal (1990)
Fiza
Saheb Biwi Aur Gangster Returns
Aiyaary
Dil Bole Hadippa!
Bullett Raja
Kyaa Super Kool Hain Hum
Hello Brother (1999)
Bewakoofiyaan
Ram Jaane
Murder (2004)
Rangoon (2017)
Dil Toh Baccha Hai Ji
Zanjeer (1973)
Court 
Ok Jaanu
God Tussi Great Ho
Kyon Ki
Jattu Engineer
Judgementall Hai Kya
Meri Pyaari Bindu
Chhoti Si Baat
Gori Tere Pyaar Mein
Hate Story
Shor in the City
Bawarchi
B.A. Pass
Ungli
Masoom (1983)
I Am Kalam
Awaara
Phillauri 
A Flying Jatt
Filmistaan
Haraamkhor
Happy Ending 
Garv: Pride & Honour
Ramaiya Vastavaiya
Dhanak
Mubarakan
Double Dhamaal
Kaun?
Margarita with a Straw
Yaadein (2001)
Jazbaa
Bhoot 
Zinda 
Lucky: No Time for Love
Aakrosh (2010)
Eklavya: The Royal Guard
1942: A Love Story
Raaz: The Mystery Continues
Pushpaka Vimana (1987)
Humsafar
Kyaa Kool Hai Hum
Action Jackson (2014)
Manto (2018)
Pataakha
Kabul Express
Welcome to Sajjanpur
Tum Bin
Chakravyuh (2012)
Dus
Jhoom Barabar Jhoom
Pyaar Ke Side Effects
Ghatak: Lethal
Baabul (2006)
Pyaar Impossible!
Chalo Dilli
Shiva (1990)
Parinda
Satte Pe Satta
The Chess Players 
F.A.L.T.U
Tevar
Jaani Dushman: Ek Anokhi Kahani
Ekk Deewana Tha
Darna Mana Hai
Humraaz
Total Siyapaa
Dulhan Hum Le Jayenge
Damini
Aaja Nachle
Sadma
Khalnayak
Simran 
Zakhm
Raabta 
The Shaukeens
Aan: Men at Work
Chal Mere Bhai
Dil Dosti Etc
Sanam Re
Pyaar To Hona Hi Tha
1920
Bbuddah... Hoga Terra Baap
King Uncle
Chance Pe Dance
Na Tum Jaano Na Hum
Haseena Maan Jaayegi
Katti Batti
Dolly Ki Doli
Aladin 
Dilwale (1994)
Brij Mohan Amar Rahe
99 (2009)
Ragini MMS 2
Apne
Being Cyrus
Main Aurr Mrs Khanna
Raaz (2002)
Mickey Virus
Chaahat (1996)
Sulemani Keeda
What's Your Raashee?
Khamoshi: The Musical
Bade Miyan Chote Miyan
Phobia (2016)
Haasil
Hum 
Munna Michael
Sharaabi
Photograph 
Tumko Na Bhool Paayenge
Abhimaan (1973)
Lamhe
Rascals (2011)
Pinjar 
Freaky Ali
Sooryavansham
Shool
Lajja (2001)
Inkaar (2013)
Sunday (2008)
Begum Jaan
Mastizaade
Silsila (1981)
Jaanwar (1999)
U Me Aur Hum
Sonchiriya
Muqaddar Ka Sikandar
Traffic (2016)
Dulha Mil Gaya
Jai Gangaajal
Trimurti (1995)
Thackeray 
Virasat (1997)
Ragini MMS
Lucknow Central
Shree 420
Dosti: Friends Forever
Chandni Bar
LOC Kargil
Border (1997)
Shaan 
Deewangee
Soldier (1998)
Drona (2008)
Running Shaadi
Taarzan: The Wonder Car
Namaste England
One Two Three
Fida
Raja Babu 
Rann 
The Stoneman Murders
Luck (2009)
Bewafaa (2005)
Murder 3
Kalyug (2005)
Hero No. 1
Bank Chor
Jab Pyaar Kisise Hota Hai
Laaga Chunari Mein Daag
Goal (2007)
Love Story 2050
Deewana Mastana
Coolie No. 1 (1995)
Breakaway (2011)
Kuch Naa Kaho
Andaaz
Aap Mujhe Achche Lagne Lage
Thoda Pyaar Thoda Magic
Guddu
Honeymoon Travels Pvt. Ltd.
Namak Halaal
Dulhe Raja
Pukar (2000)
Chashme Buddoor (1981)
Halla Bol
Singh Saab the Great
Hero (2015)
Bumboo
3 Deewarein
MP3: Mera Pehla Pehla Pyaar
English Babu Desi Mem
Great Grand Masti
Tezz
Yeh Hai Jalwa
Laawaris (1981)
Baazi (1995)
Ram Lakhan
Indian (2001)
Jodi No.1
Kaalakaandi
Qayamat: City Under Threat
Gulaab Gang
Judaai (1997)
No Problem (2010)
Mere Yaar Ki Shaadi Hai
Maya Memsaab
The Japanese Wife
Viruddh... Family Comes First
Jism (2003)
Bobby Jasoos
Jeet (1996)
Kaala Patthar
Major Saab
International Khiladi
Hate Story 2
Saand Ki Aankh
The Hero: Love Story of a Spy
Heroes (2008)
Vaah! Life Ho Toh Aisi!
Why Cheat India
Haunted  3D
Karz 
Lafangey Parindey
Buddha in a Traffic Jam
Sehar
Bhopal: A Prayer for Rain
Knock Out (2010)
Matrubhoomi
Section 375
Jhankaar Beats
Krazzy 4
Corporate (2006)
Rok Sako To Rok Lo
Dharam Sankat Mein
Mitron
Chameli 
Kaagaz Ke Phool
Zamaana Deewana
Firaaq
Maachis
Main Meri Patni Aur Woh
404
Coolie (1983)
Kya Kehna
Game (2011)
Chef (2017)
Chocolate (2005)
Khichdi: The Movie
Hello (2008)
Rock On 2
Marigold (2007)
Yaadon Ki Baaraat
Kya Dilli Kya Lahore
Umrao Jaan (2006)
Prince (2010)
Prahaar: The Final Attack
Aalavandhan
Shakti (1982)
Youngistaan
Family (2006)
Kabhie Kabhie (1976)
Refugee (2000)
Jhootha Hi Sahi
Bichhoo
Kahin Pyaar Na Ho Jaaye (2000)
Zeher
Mere Baap Pehle Aap
Om Jai Jagadish
Fool & Final
Tezaab
Darna Zaroori Hai
Rang Rasiya
Cash (2007)
Apna Sapna Money Money
Kyo Kii... Main Jhuth Nahin Bolta
Sarkar 3
Crook 
Raju Chacha
Ek Aur Ek Gyarah
Deshdrohi
The Blue Umbrella (2005)
Dil Maange More
Khuda Gawah
The Sky Is Pink
Krantiveer
Aval (2017)
Hamara Dil Aapke Paas Hai
Shagird (2011)
Karma (1986)
Missing (2018)
Shahenshah (1988)
Laila Majnu (2018)
Aankhen (1993)
Dushman (1998)
Beyond the Clouds (2017)
Kyun! Ho Gaya Na...
Style (2001)
Milenge Milenge
Well Done Abba
Tridev
Musafir (2004)
Jalebi 
Khiladi 420
Soni 
Phir Milenge
1920: The Evil Returns
Akaash Vani
Pihu
Sixteen (2013 Indian)
Mirzya 
Devdas (1955)
Ek Paheli Leela
Brahman Naman
Suhaag (1994)
Aiyyaa
Saaransh
Hawaa Hawaai
Mr. X (2015)
Do Aankhen Barah Haath
Aap Kaa Surroor
Jewel Thief
Raaz: Reboot
Good Boy Bad Boy
Do Bigha Zamin
Samay: When Time Strikes
Seeta Aur Geeta
Bhoomi 
Yeh Lamhe Judaai Ke
Aks (2001)
Makdee
Behen Hogi Teri
Gandhi My Father
Babumoshai Bandookbaaz
Union Leader 
Hawaizaada
Dil Hai Tumhaara
Bobby (1973)
Bandhan (1998)
Nishabd
Waiting (2015)
Tango Charlie
Hadh Kar Di Aapne
Hotel Salvation
Ek Ajnabee
Revolver Rani
Delhi Safari
Dil Ka Rishta
Army (1996)
Dum (2003)
Jaanam Samjha Karo
Alone (2015)
Aa Ab Laut Chalen
Hisss
Aradhana (1969)
Khushi (2003)
Oh Darling! Yeh Hai India!
India's Most Wanted 
Dus Kahaniyaan
Ujda Chaman
Yaarana (1981)
Ardh Satya
Chandni
Horror Story 
The XposÃ©
Ek Rishtaa: The Bond of Love
Paathshaala
Love Ke Liye Kuch Bhi Karega
Ankur Arora Murder Case
Aashiqui
All Is Well (2015)
Hum Aapke Dil Mein Rehte Hain
Aashiq Banaya Aapne
Ziddi (1997)
Diljale
It's a Wonderful Afterlife
Zubeidaa
Sangam (1964)
Namak Haraam
Ghost (2019)
Ek Ruka Hua Faisla
1920: London
Neal 'n' Nikki
Sahib Bibi Aur Ghulam
Bala (2019)
Mohalla Assi
Daddy (2017)
Rajma Chawal
Dosti
Khubsoorat
Chameli Ki Shaadi
Traffic Signal 
Dil Ne Jise Apna Kahaa
Mard (1985)
Amar Prem
Teen Patti 
Notebook (2019)
Chittagong 
Naseeb (1981)
Waqt Hamara Hai
Zameen (2003)
Koshish
Aarzoo
Pakeezah
Ab Tumhare Hawale Watan Saathiyo
Ramayana: The Legend of Prince Rama
ChaalBaaz
Tum Mile
Talaash: The Hunt Begins...
Ahista Ahista (2006)
Indu Sarkar
Noor 
Arjun: The Warrior Prince
Guest iin London
Boom 
Deewaar (2004)
Poster Boys
Policegiri
Bade Dilwala
Shabd 
Fight Club  Members Only
Aandhi
Sirf Tum
Sadda Adda
Chalti Ka Naam Gaadi
Kisna: The Warrior Poet
Dev (2004)
Naqaab
Lakshmi (2014)
Kachche Dhaage
The Burning Train
Always Kabhi Kabhi
China Gate (1998)
Karam 
Mr. Natwarlal
Hum Kisise Kum Nahin (2002)
Hate Story 4
Do Lafzon Ki Kahani 
Ab Tak Chhappan 2
Tu Chor Main Sipahi
Zila Ghaziabad
Roadside Romeo
Dhai Akshar Prem Ke
Ijaazat
Teen Kanya
Bheja Fry 2
Phool Aur Kaante
Life Partner
Insan
Run (2004)
Creature 3D
Sadak
Aflatoon 
Haan Maine Bhi Pyaar Kiya
Kaalia
Jayantabhai Ki Luv Story
Aashayein
Anaarkali of Aarah
Mili (1975)
Dilwaala
D 
Gumnaam
1971 (2007)
Karzzzz
Woh Lamhe...
Arth 
Badal
Road 
Nasha 
Jail (2009)
Aakhree Raasta
Saudagar (1991)
16-Dec
My Brotherâ€¦Nikhil
Saajan Chale Sasural
Madhumati
Alag
Disco Dancer
Khamoshiyan
Ajooba
Maa Tujhhe Salaam (2002)
Junglee (2019)
3G 
Jodi Breakers
I See You (2006)
Baaghi: A Rebel for Love
Ek Doctor Ki Maut
Love Sonia
Awwal Number
Keemat  They Are Back
Jis Desh Mein Ganga Rehta Hain
Umrika
Tum Bin II
Sainik
Aamdani Atthanni Kharcha Rupaiya
Armaan (2003)
Irada (2017)
Waqt (1965)
Rudraksh 
Raakh
Vishwatma
Ghulam-E-Mustafa
Samrat & Co.
Mujhe Kucch Kehna Hai
Welcome 2 Karachi
Maine Dil Tujhko Diya
Barsaat (1995)
Woh Saat Din
Khamosh Pani
Chor Machaaye Shor
Sorry Bhai!
Laadla (1994)
Aksar
The Last Lear
Wajah Tum Ho
Haathi Mere Saathi (1971)
Mirch Masala
Jungle (2000)
Yeshwant
Bangistan
Dil Kya Kare
Kareeb
Shikhar 
Dude Where's the Party?
Shirin Farhad Ki Toh Nikal Padi
Mission Istaanbul
Haseena Parkar
Happy Phirr Bhag Jayegi
Bombay to Goa
Bhaji on the Beach
Naya Daur (1957)
Bomb the System
Striker (2010)
Teesri Manzil
Meri Jung
Swarg
Vodka Diaries
Katha (1983)
The Train (2007)
Dillagi (1999)
Shaadi Karke Phas Gaya Yaar
Love (1991)
Barah Aana
Sapoot
Fugly 
Love Breakups Zindagi
The Killer (2006)
Zid (2014)
Banjo (2016)
Main Aisa Hi Hoon
Dishkiyaoon
Naksha
Netaji Subhas Chandra Bose: The Forgotten Hero
Firangi
Dharm 
Aetbaar
Sanam Bewafa
Baton Baton Mein
Khoon Bhari Maang
Department 
Umrao Jaan (1981)
Family of Thakurganj
Suhaag (1979)
C Kkompany
Blood Money (2012)
Yamla Pagla Deewana: Phir Se
Saare Jahaan Se Mehnga
Satya 2
Deewana Mujh Sa Nahin
The Deceivers 
Daud 
Guddi (1971)
Satyam Shivam Sundaram
Hyderabad Blues
Ramji Londonwaley
Darr @ the Mall
Yeh Mera India
Do Aur Do Paanch
Hera Pheri (1976)
Pizza (2014)
War Chhod Na Yaar
Kurukshetra (2000)
Aloo Chaat 
Ek Ladka Ek Ladki
Raat 
Joru Ka Ghulam
Nanu Ki Jaanu
Bhaag Johnny
Auzaar
Children of War (2014)
Khamosh
Ram Teri Ganga Maili
My Wife's Murder
Naam (1986)
Saugandh (1991)
Dostana (1980)
Mere Jeevan Saathi (2006)
Saaya (2003)
Insaaf (1997)
Lakeer  Forbidden Lines
100 Days (1991)
Krishna Cottage
Naram Garam
Parvarish (1977)
Aa Dekhen Zara
Ittefaq (1969)
The Bypass
Shortkut
I Am (2010 Indian)
Genius (2018)
Mast 
Monsoon Shootout
Kasoor
Sonali Cable
Guddu Rangeela
Rishtey 
Right Yaaa Wrong
Helicopter Eela
Kati Patang
Rush (2012)
Mirch
Ankur 
Love Love Love (1989)
Shaadi No. 1
Anwar (2007)
Elaan (1994)
Dangerous Ishhq
Mausam (1975)
Chori Chori (2003)
Aap Ki Khatir (2006)
Saagar 
Plan 
P Se Pyaar F Se Faraar
Mercury 
Mera Damad
Jagte Raho
Tahaan
Roop Ki Rani Choron Ka Raja (1993)
Veergati
Tere Bin Laden: Dead or Alive
Ram Aur Shyam
Patthar Ke Phool
Jabariya Jodi
Calendar Girls (2015)
Kucch To Hai
Mera Saaya
Vaada 
Qurbani 
Quick Gun Murugun
Purab Aur Paschim
Prem Rog
Aur Pyaar Ho Gaya
Loins of Punjab Presents
Nawabzaade
De Taali
Kranti
Woh Kaun Thi?
Suryavanshi 
Pyare Mohan
Parichay 
Love Games 
Arjun (1985)
Fun2shh... Dudes in the 10th Century
Qissa 
John Day 
Gippi
Paap
Paltan 
Biwi Ho To Aisi
Naina (2005)
Gardish
Khatta Meetha (1978)
Afsana Pyar Ka
Pyaar Tune Kya Kiya
Bioscopewala
Gopi Kishan
Gayab
Aatank Hi Aatank
Footpath (2003)
Kunwara
Saawan... The Love Season
Big Brother (2007)
Hare Rama Hare Krishna (1971)
Jigar
Kuch Kuch Locha Hai
Arjun Pandit (1999)
Yeh Teraa Ghar Yeh Meraa Ghar
Sandwich (2006)
Hero (1983)
Akhiyon Se Goli Maare
Shaapit
Police Force: An Inside Story
Bandini 
Jhooth Bole Kauwa Kaate
Bajatey Raho
Ishkq in Paris
Shaadi Se Pehle
One by Two (2014)
Purani Jeans
The Zoya Factor 
Nagina (1986)
Xcuse Me
Gaja Gamini
Aakrosh (1980)
Arjun Patiala
Waisa Bhi Hota Hai Part II
Bol Radha Bol
Maine Gandhi Ko Nahin Mara
Khoobsurat (1999)
Teesri Kasam
Thanks Maa
Not a Love Story (2011)
Silsiilay
Omerta 
Nadiya Ke Paar (1982)
Aatish: Feel the Fire
FryDay
Devi (2016)
Raja (1995)
Jackpot (2013)
Jeena Sirf Merre Liye
Albela (2001)
Saudagar (1973)
Lekar Hum Deewana Dil
Boot Polish 
Yakeen (2005)
Main Azaad Hoon
Johny Mera Naam
Pitaah
Road to Sangam
Roar: Tigers of the Sundarbans
Machine (2017)
Elaan (2005)
Saheb Biwi Aur Gangster 3
Roti Kapda Aur Makaan
Toonpur Ka Super Hero
Meri Biwi Ka Jawaab Nahin
Acid Factory
Tumsa Nahin Dekha: A Love Story
Suraj Ka Satvan Ghoda
Dil Kabaddi
Sardar (1993)
Dhoondte Reh Jaaoge
Hum Tum Aur Ghost
Junooniyat
Anari
Yeh Raaste Hain Pyaar Ke
Janbaaz
Jawani Zindabad
Ajji
Dharam Veer 
My Bollywood Bride
Dushman Duniya Ka
Zulmi
Ikke Pe Ikka
Satyakam
Daag (1999)
Made in China (2019)
Lamhaa
Agni Sakshi (1996)
Raghu Romeo
Henna 
Mandi 
One Day: Justice Delivered
M Cream
Veerappan (2016)
Shakespeare Wallah
Dil Tera Aashiq
Saat Uchakkey
Vaastu Shastra 
Badhaai Ho Badhaai
Yun Hota Toh Kya Hota
Siddharth (2013)
Garm Hava
Veerana
Andha Kanoon
Majboor (1974)
Mr. Bond
Kuchh Bheege Alfaaz
Jai Kishen
Sparsh 
Sankat City
Kuch Khatti Kuch Meethi
Fever (2016)
Jo Bole So Nihaal 
Vijaypath
23rd March 1931: Shaheed
Anari No.1
Blackmail (2005)
Isi Ka Naam Zindagi
Toofan (1989)
Kadvi Hawa
Chalk n Duster
Anthony Kaun Hai?
Dancer (1991)
Bulandi (2000)
Coffee with D
Pal Pal Dil Ke Paas
Hamid 
Mashaal
C.I.D. (1956)
Hathyar (2002)
Rakht
Listen... Amaya
Ek Khiladi Ek Haseena 
Rocky (1981)
Lahu Ke Do Rang (1997)
Bardaasht
Hameshaa
Bas Itna Sa Khwaab Hai
Gharwali Baharwali
Home Delivery
Chatur Singh Two Star
Tarazu
Darling (2007 Indian)
Gumrah (1993)
Naach (2004)
Kishen Kanhaiya
Guddu Ki Gun
Kohram
Kaanchi: The Unbreakable
Barsaat (2005)
Astitva
Asambhav
Dirty Politics 
Hostel (2011)
Jhumroo
Aaj Ka Arjun
Kismat Love Paisa Dilli
Lal Baadshah
Tera Jadoo Chal Gayaa
Holi (1984)
Pyaar Ishq Aur Mohabbat
Meeruthiya Gangsters
O Teri
Ek Chhotisi Love Story
Shakalaka Boom Boom
Hum Hain Bemisaal
Daava
Deewane
Deedar (1992)
Risk (2007)
Jajantaram Mamantaram
Zaalim
Tom Dick and Harry (2006)
Money Hai Toh Honey Hai
Thakshak
Fox 
Jaane Kahan Se Aayi Hai
The Great Gambler
Loveshhuda
Paandav
Gangaa Jamunaa Saraswati
Raat Gayi Baat Gayi?
Fraud Saiyaan
Mumbai Se Aaya Mera Dost
Lahore 
Kshatriya 
Naajayaz
Satta 
I Love NY (2015)
Upkar
Hanuman (2005)
Amanaat
Wajood (1998)
Aunty No. 1
Chitchor
Dayavan
Ajab Gazabb Love
Khel 
Main Madhuri Dixit Banna Chahti Hoon
3 A.M. (2014)
Humko Tumse Pyaar Hai
Kuch Tum Kaho Kuch Hum Kahein
Khamoshi (1970)
Desh Premee
I Proud to Be an Indian
Bumm Bumm Bole
Jamai Raja
Jaan 
Hindustan Ki Kasam (1999)
Speed (2007)
Bhoot Returns
Avtaar
Vishnu Vijaya
Khoya Khoya Chand
Tehzeeb (2003)
Maidan-E-Jung
Chamku
Antardwand
